,Fold,eta,alpha,Error_0_Layers,1_Layers,Error_1_Layers,2_Layers,Error_2_Layers
32,3,0.2,0.9,9.54927102296277e+18,[2],21826.692486545966,"[2, 2]",29498.073692049897
33,3,0.3,0.0,4.0040270920325105e+66,[1],37383.711749733266,"[1, 1]",27372.72541298513
34,3,0.3,0.8,1.1029899953272023e+36,[2],24833.346495117825,"[2, 1]",25944.701177040195
35,3,0.3,0.9,2.0014728926338906e+26,[1],20848.03306467413,"[1, 1]",22893.93222871032
36,4,0.1,0.0,6.721767754687338e+17,[1],19634.27643318246,"[1, 2]",28221.458617171098
37,4,0.1,0.8,156745614163923.6,[2],37909.09599680971,"[2, 1]",27903.841263730243
38,4,0.1,0.9,3690527003338.8457,[1],37901.0351934879,"[1, 1]",30667.21139192799
39,4,0.2,0.0,2.2735609905456136e+39,[1],18864.322017180977,"[1, 2]",22838.515471228566
40,4,0.2,0.8,5.87453232934584e+24,[3],22131.57413009958,"[3, 1]",30012.83363190892
41,4,0.2,0.9,1.3214111973323782e+17,[1],24628.86491463242,"[1, 1]",31149.256808656894
42,4,0.3,0.0,1.5711990500941165e+71,[1],28827.65527394632,"[1, 2]",29107.193902818017
43,4,0.3,0.8,4.020793454299565e+33,[1],23378.454698738187,"[1, 1]",31734.4359507403
44,4,0.3,0.9,4.532711654596265e+24,[1],38161.56326855874,"[1, 2]",29828.235410752866
45,5,0.1,0.0,3.84937781623801e+23,[5],27893.656041039398,"[5, 1]",26941.71560062164
46,5,0.1,0.8,496813331813701.25,[3],22412.22601042937,"[3, 1]",28850.909102819125
47,5,0.1,0.9,104413040186914.61,[1],28661.079958446102,"[1, 1]",25713.553093236485
48,5,0.2,0.0,2.915195645493418e+47,[3],23612.460143763463,"[3, 1]",28134.613360144227
49,5,0.2,0.8,2.5228316300160994e+24,[4],23036.50371709955,"[4, 2]",32867.732569864114
50,5,0.2,0.9,,,,,
51,5,0.3,0.0,,,,,
52,5,0.3,0.8,,,,,
53,5,0.3,0.9,,,,,
54,6,0.1,0.0,,,,,
55,6,0.1,0.8,,,,,
56,6,0.1,0.9,,,,,
57,6,0.2,0.0,,,,,
58,6,0.2,0.8,,,,,
59,6,0.2,0.9,,,,,
60,6,0.3,0.0,,,,,
61,6,0.3,0.8,,,,,
62,6,0.3,0.9,,,,,
63,7,0.1,0.0,,,,,
64,7,0.1,0.8,,,,,
65,7,0.1,0.9,,,,,
66,7,0.2,0.0,,,,,
67,7,0.2,0.8,,,,,
68,7,0.2,0.9,,,,,
69,7,0.3,0.0,,,,,
70,7,0.3,0.8,,,,,
71,7,0.3,0.9,,,,,
72,8,0.1,0.0,,,,,
73,8,0.1,0.8,,,,,
74,8,0.1,0.9,,,,,
75,8,0.2,0.0,,,,,
76,8,0.2,0.8,,,,,
77,8,0.2,0.9,,,,,
78,8,0.3,0.0,,,,,
79,8,0.3,0.8,,,,,
80,8,0.3,0.9,,,,,
81,9,0.1,0.0,,,,,
82,9,0.1,0.8,,,,,
83,9,0.1,0.9,,,,,
84,9,0.2,0.0,,,,,
85,9,0.2,0.8,,,,,
86,9,0.2,0.9,,,,,
87,9,0.3,0.0,,,,,
88,9,0.3,0.8,,,,,
89,9,0.3,0.9,,,,,
